TRX_ID,MEMBER_NO,TRANSACTION_DATE,AUTHORIZATION_DATE,MERCHANT_NO,MERCHANT_NAME,CITY_NAME,NATIONAL_CODE,MCC,POS_MODE,PRODUCT_NAME,SETTLEMENT_AMOUNT,SALES_AMOUNT,TRX_TYPE
T00035499,C000254,2024-01-05 06:33:44,2024-01-05 06:35:16,M88183,Currency Exchange 298,KYOTO,JP,6051,0720 - Contactless - VSDC magstripe,1308232001: Transfer Transaction(Domestic),48992.6,48267.49,POS
T00035500,C000642,2024-01-05 06:33:49,2024-01-05 06:35:44,M49870,Wallet Transfer 93,AKTAU,KZ,6536,0003 - Recurring,1308162001: Prepaid Purchase Transaction(International),200832.21,201163.47,ATM
T00035501,C000023,2024-01-05 06:33:52,2024-01-05 06:34:33,M93861,Currency Exchange 604,DELHI,IN,6051,0004 - Installment,1308192001: Balance Inquiry Transaction(Domestic),261424.04,258449.0,WWW
T00035502,C000138,2024-01-05 06:34:08,2024-01-05 06:35:55,M31776,Prepaid Load 857,KOSTANAY,KZ,6540,0110 - Swipe,1308222001: Refund Transaction(International),101231.82,100163.13,WWW
T00035503,C001455,2024-01-05 06:34:24,2024-01-05 06:35:25,M51499,ATM Withdrawal,BATUMI,GE,6011,0730 - Contactless - VSDC chip,1308182001: Cash Withdrawal Transaction(International),12138.13,12146.27,WWW
T00035504,C000647,2024-01-05 06:34:51,2024-01-05 06:35:28,M58823,Currency Exchange 671,TALDYKORGAN,KZ,6051,0110 - Swipe,1308182001: Cash Withdrawal Transaction(International),327797.26,330299.07,POS
T00035505,C001497,2024-01-05 06:35:27,2024-01-05 06:36:03,M25831,ATM Withdrawal,PAVLODAR,KZ,6011,0730 - Contactless - VSDC chip,1308252001: Bill Payment Transaction(Domestic),11849.4,12002.01,POS
T00035506,C001154,2024-01-05 06:35:28,2024-01-05 06:37:10,M54788,Online Shop 92,KOSTANAY,KZ,5966,0006 - Cash,1308152001: Prepaid Purchase Transaction(Domestic),74234.09,75046.81,WWW
T00035507,C001427,2024-01-05 06:35:29,2024-01-05 06:37:08,M72155,Online Shop 24,GENEVA,CH,5966,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),61221.83,60500.45,POS
T00035508,C001322,2024-01-05 06:35:30,2024-01-05 06:35:51,M60862,Gambling 302,TASHKENT,UZ,7995,0001 - E-commerce,1308132001: Credit Purchase Transaction(Domestic),66431.43,65735.48,ATM
T00035509,C001186,2024-01-05 06:35:48,2024-01-05 06:37:23,M20519,Cafe and restaraunts 29,ASTANA,KZ,5812,0110 - Swipe,1308142001: Credit Purchase Transaction(International),129.03,129.34,POS
T00035510,C001302,2024-01-05 06:35:54,2024-01-05 06:37:33,M20179,Supermarket 614,TARAZ,KZ,5411,1000 - Credential on file,1308182001: Cash Withdrawal Transaction(International),5713.34,5679.39,ATM
T00035511,C000142,2024-01-05 06:36:09,2024-01-05 06:36:49,M27531,ATM Withdrawal,TALDYKORGAN,KZ,6011,1000 - Credential on file,1308222001: Refund Transaction(International),11261.78,10999.1,WWW
T00035512,C001506,2024-01-05 06:36:33,2024-01-05 06:38:30,M56184,Elecrtronics 965,ASTANA,KZ,5065,0800 - Contactless - Magstripe,1308252001: Bill Payment Transaction(Domestic),52123.19,51895.81,POS
T00035513,C001601,2024-01-05 06:36:33,2024-01-05 06:36:43,M84636,Transport 744,KOSTANAY,KZ,4111,0003 - Recurring,1308272001: Other Transaction(Domestic),1175.46,1149.2,POS
T00035514,C000200,2024-01-05 06:36:44,2024-01-05 06:37:12,M71363,Prepaid Load 601,YEKATERINBURG,RU,6540,0007 - Other,1308252001: Bill Payment Transaction(Domestic),141678.81,141043.71,WWW
T00035515,C001923,2024-01-05 06:36:49,2024-01-05 06:38:00,M38617,Currency Exchange 224,KARAGANDA,KZ,6051,0004 - Installment,1308122001: Debit Purchase Transaction(International),53503.18,53316.85,WWW
T00035516,C000018,2024-01-05 06:37:30,2024-01-05 06:38:58,M29068,Subscription 660,CAIRO,EG,5968,0110 - Swipe,1308252001: Bill Payment Transaction(Domestic),45366.98,45185.81,POS
T00035517,C000899,2024-01-05 06:37:45,2024-01-05 06:38:24,M93995,Prepaid Load 988,ASTANA,KZ,6540,0120 - Keyin,1308172001: Cash Withdrawal Transaction(Domestic),76498.34,76947.92,POS
T00035518,C000798,2024-01-05 06:37:47,2024-01-05 06:39:32,M83072,Hotel 146,ALMATY,KZ,7011,1000 - Credential on file,1308172001: Cash Withdrawal Transaction(Domestic),41652.67,42714.54,POS
T00035519,C001196,2024-01-05 06:37:47,2024-01-05 06:38:15,M29120,Online Shop 626,AKTAU,KZ,5966,0510 - Contactless - Magstripe,1308252001: Bill Payment Transaction(Domestic),59237.58,59297.95,POS
T00035520,C001092,2024-01-05 06:37:53,2024-01-05 06:38:04,M88297,ATM Withdrawal,ASTANA,KZ,6011,0800 - Contactless - Magstripe,1308252001: Bill Payment Transaction(Domestic),21902.07,21707.9,POS
T00035521,C000717,2024-01-05 06:37:57,2024-01-05 06:38:38,M15147,Lottery 910,ASTANA,KZ,7800,0800 - Contactless - Magstripe,1308192001: Balance Inquiry Transaction(Domestic),94158.14,92859.33,POS
T00035522,C000517,2024-01-05 06:38:04,2024-01-05 06:38:38,M69542,Currency Exchange 318,TOKYO,JP,6051,0006 - Cash,1308262001: Bill Payment Transaction(International),141466.44,144980.0,POS
T00035523,C000204,2024-01-05 06:38:05,2024-01-05 06:39:50,M91646,Prepaid Load 221,ATYRAU,KZ,6540,0110 - Swipe,1308242001: Transfer Transaction(International),45045.58,45102.64,ATM
T00035524,C000904,2024-01-05 06:38:16,2024-01-05 06:39:31,M56511,Cafe and restaraunts 240,OSAKA,JP,5812,0720 - Contactless - VSDC magstripe,1308232001: Transfer Transaction(Domestic),5494.3,5546.11,WWW
T00035525,C000013,2024-01-05 06:38:37,2024-01-05 06:38:58,M11366,Gambling 596,AKTAU,KZ,7995,1000 - Credential on file,1308192001: Balance Inquiry Transaction(Domestic),175799.06,175272.45,WWW
T00035526,C000830,2024-01-05 06:38:55,2024-01-05 06:40:11,M35578,Cafe and restaraunts 928,ROTTERDAM,NL,5812,0008 - Not used,1308252001: Bill Payment Transaction(Domestic),2202.97,2233.55,POS
T00035527,C001630,2024-01-05 06:39:02,2024-01-05 06:40:07,M22323,Pharmacy 98,KOSTANAY,KZ,5912,0110 - Swipe,1308122001: Debit Purchase Transaction(International),1367.72,1354.44,POS
T00035528,C000712,2024-01-05 06:39:04,2024-01-05 06:39:57,M89023,Lottery 225,TARAZ,KZ,7800,0510 - Contactless - Magstripe,1308122001: Debit Purchase Transaction(International),56937.66,57866.08,ATM
T00035529,C000573,2024-01-05 06:39:12,2024-01-05 06:39:49,M43101,Subscription 701,ZURICH,CH,5968,0001 - E-commerce,1308192001: Balance Inquiry Transaction(Domestic),23593.41,23656.53,POS
T00035530,C000642,2024-01-05 06:39:30,2024-01-05 06:41:05,M69399,Currency Exchange 495,TARAZ,KZ,6051,1000 - Credential on file,1308162001: Prepaid Purchase Transaction(International),57477.78,57477.78,WWW
T00035531,C001496,2024-01-05 06:39:44,2024-01-05 06:40:55,M75773,Money Transfer 598,SHENZHEN,CN,4829,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),358645.14,361342.36,POS
T00035532,C001255,2024-01-05 06:40:05,2024-01-05 06:40:20,M36321,Money Transfer 81,SEMEY,KZ,4829,0800 - Contactless - Magstripe,1308242001: Transfer Transaction(International),285181.83,287347.96,POS
T00035533,C001993,2024-01-05 06:40:18,2024-01-05 06:41:20,M37373,Gambling 806,MUNICH,DE,7995,0800 - Contactless - Magstripe,1308202001: Balance Inquiry Transaction(International),154515.54,153186.13,WWW
T00035534,C000362,2024-01-05 06:40:27,2024-01-05 06:41:01,M20638,Wallet Transfer 910,ATYRAU,KZ,6536,0003 - Recurring,1308252001: Bill Payment Transaction(Domestic),136392.9,136049.18,ATM
T00035535,C000508,2024-01-05 06:40:34,2024-01-05 06:42:17,M25648,P2P Transfer 644,KARAGANDA,KZ,6012,0000 - Unknown,1308192001: Balance Inquiry Transaction(Domestic),388784.78,392857.05,ATM
T00035536,C001816,2024-01-05 06:40:52,2024-01-05 06:41:11,M73175,Cafe and restaraunts 712,TALDYKORGAN,KZ,5812,0730 - Contactless - VSDC chip,1308272001: Other Transaction(Domestic),1538.53,1572.19,ATM
T00035537,C001230,2024-01-05 06:41:37,2024-01-05 06:43:06,M34493,Securities 459,ASTANA,KZ,6211,0002 - Mail/Phone order,1308122001: Debit Purchase Transaction(International),594598.23,607083.46,POS
T00035538,C000344,2024-01-05 06:41:39,2024-01-05 06:41:50,M69610,Digital Service 71,ATYRAU,KZ,4816,0720 - Contactless - VSDC magstripe,1308172001: Cash Withdrawal Transaction(Domestic),99.62,98.05,POS
T00035539,C000737,2024-01-05 06:41:58,2024-01-05 06:43:19,M16079,P2P Transfer 565,ALMATY,KZ,6012,0510 - Contactless - Magstripe,1308202001: Balance Inquiry Transaction(International),257875.27,256041.73,POS
T00035540,C001667,2024-01-05 06:42:06,2024-01-05 06:42:23,M14759,P2P Transfer 193,TALDYKORGAN,KZ,6012,0800 - Contactless - Magstripe,1308132001: Credit Purchase Transaction(Domestic),36717.1,36637.99,POS
T00035541,C001338,2024-01-05 06:42:24,2024-01-05 06:42:50,M42956,Casino 581,BRASILIA,BR,7801,0005 - Preauthorized,1308242001: Transfer Transaction(International),203689.64,203989.52,POS
T00035542,C001719,2024-01-05 06:42:35,2024-01-05 06:44:25,M33677,Gambling 433,KOSTANAY,KZ,7995,0002 - Mail/Phone order,1308122001: Debit Purchase Transaction(International),161790.46,161401.9,WWW
T00035543,C000205,2024-01-05 06:42:43,2024-01-05 06:44:30,M71824,Currency Exchange 440,MUMBAI,IN,6051,0006 - Cash,1308122001: Debit Purchase Transaction(International),177867.44,174061.06,WWW
T00035544,C001588,2024-01-05 06:42:49,2024-01-05 06:43:53,M21640,Wallet Transfer 252,SEMEY,KZ,6536,0510 - Contactless - Magstripe,1308252001: Bill Payment Transaction(Domestic),78368.47,78112.99,ATM
T00035545,C001897,2024-01-05 06:42:49,2024-01-05 06:43:02,M36246,Currency Exchange 311,KOSTANAY,KZ,6051,0110 - Swipe,1308262001: Bill Payment Transaction(International),144437.14,147004.65,ATM
T00035546,C000809,2024-01-05 06:43:20,2024-01-05 06:45:07,M79742,Wallet Transfer 842,SEMEY,KZ,6538,0730 - Contactless - VSDC chip,1308272001: Other Transaction(Domestic),160143.92,159383.62,POS
T00035547,C001744,2024-01-05 06:43:21,2024-01-05 06:45:15,M74534,Pharmacy 958,KARAGANDA,KZ,5912,0110 - Swipe,1308202001: Balance Inquiry Transaction(International),99.47,100.0,WWW
T00035548,C000896,2024-01-05 06:43:24,2024-01-05 06:44:50,M93523,Pharmacy 797,SEMEY,KZ,5912,0110 - Swipe,1308262001: Bill Payment Transaction(International),3210.04,3173.88,POS
T00035549,C001040,2024-01-05 06:43:29,2024-01-05 06:45:15,M33121,Online store 118,PAVLODAR,KZ,5999,1000 - Credential on file,1308282001: Other Transaction(International),4623.86,4706.91,POS
T00035550,C001066,2024-01-05 06:43:33,2024-01-05 06:43:48,M36208,Wallet Transfer 296,KYOTO,JP,6537,0710 - Contactless - VSDC chip,1308152001: Prepaid Purchase Transaction(Domestic),208263.73,205449.67,WWW
T00035551,C000381,2024-01-05 06:43:33,2024-01-05 06:44:20,M87212,Casino 63,RIO DE JANEIRO,BR,7801,0005 - Preauthorized,1308112001: Debit Purchase Transaction(Domestic),209262.04,209197.92,POS
T00035552,C000101,2024-01-05 06:43:52,2024-01-05 06:45:06,M18727,Currency Exchange 141,BANGALORE,IN,6051,0000 - Unknown,1308272001: Other Transaction(Domestic),142277.44,143883.86,POS
T00035553,C000183,2024-01-05 06:43:57,2024-01-05 06:45:06,M28579,Supermarket 759,KOSTANAY,KZ,5411,0720 - Contactless - VSDC magstripe,1308212001: Refund Transaction(Domestic),8620.8,8628.95,POS
T00035554,C001479,2024-01-05 06:43:58,2024-01-05 06:44:49,M65607,Jewelry 549,ALMATY,KZ,5944,0720 - Contactless - VSDC magstripe,1308172001: Cash Withdrawal Transaction(Domestic),113228.49,113511.79,ATM
T00035555,C000020,2024-01-05 06:44:05,2024-01-05 06:44:16,M87363,Currency Exchange 761,SAN FRANCISCO,US,6051,0120 - Keyin,1308222001: Refund Transaction(International),123044.43,120411.9,POS
T00035556,C001123,2024-01-05 06:44:22,2024-01-05 06:45:22,M98439,Jewelry 143,SYDNEY,AU,5944,0800 - Contactless - Magstripe,1308202001: Balance Inquiry Transaction(International),62233.94,62701.66,POS
T00035557,C000479,2024-01-05 06:44:22,2024-01-05 06:45:11,M49600,Racing 760,SHYMKENT,KZ,7802,1000 - Credential on file,1308132001: Credit Purchase Transaction(Domestic),78489.76,77755.03,POS
T00035558,C001910,2024-01-05 06:44:27,2024-01-05 06:45:17,M60185,Currency Exchange 521,BANGKOK,TH,6051,0110 - Swipe,1308142001: Credit Purchase Transaction(International),117890.53,116395.69,ATM
T00035559,C001304,2024-01-05 06:44:27,2024-01-05 06:45:51,M42100,Online store 533,MANCHESTER,GB,5999,0004 - Installment,1308162001: Prepaid Purchase Transaction(International),15546.74,15424.43,POS
T00035560,C000553,2024-01-05 06:44:32,2024-01-05 06:46:12,M96001,Casino 170,ASTANA,KZ,7801,0120 - Keyin,1308282001: Other Transaction(International),129810.36,129855.72,POS
T00035561,C001359,2024-01-05 06:44:34,2024-01-05 06:46:05,M93371,Money Transfer 71,SEMEY,KZ,4829,0008 - Not used,1308242001: Transfer Transaction(International),397013.73,406847.72,POS
T00035562,C000790,2024-01-05 06:44:39,2024-01-05 06:45:27,M93440,Wallet Transfer 591,ATYRAU,KZ,6538,0006 - Cash,1308212001: Refund Transaction(Domestic),27529.22,27208.88,POS
T00035563,C001105,2024-01-05 06:44:50,2024-01-05 06:45:08,M58971,Currency Exchange 922,SEMEY,KZ,6051,0006 - Cash,1308242001: Transfer Transaction(International),193783.59,194460.06,POS
T00035564,C000993,2024-01-05 06:45:08,2024-01-05 06:45:36,M93161,Supermarket 784,SEMEY,KZ,5411,0005 - Preauthorized,1308242001: Transfer Transaction(International),6340.07,6405.08,WWW
T00035565,C001793,2024-01-05 06:45:22,2024-01-05 06:45:32,M53255,Adult Content 200,SAO PAULO,BR,5967,0000 - Unknown,1308272001: Other Transaction(Domestic),6521.8,6413.27,POS
T00035566,C001996,2024-01-05 06:45:28,2024-01-05 06:45:48,M68615,Money Transfer 235,ALMATY,KZ,4829,0000 - Unknown,1308132001: Credit Purchase Transaction(Domestic),410053.02,407385.73,POS
T00035567,C000399,2024-01-05 06:45:29,2024-01-05 06:46:24,M58837,Dating Service 286,SYDNEY,AU,7273,0001 - E-commerce,1308132001: Credit Purchase Transaction(Domestic),37467.8,36548.28,ATM
T00035568,C000068,2024-01-05 06:45:37,2024-01-05 06:45:40,M44509,Adult Content 547,SEMEY,KZ,5967,0110 - Swipe,1308212001: Refund Transaction(Domestic),37797.44,38186.47,ATM
T00035569,C000682,2024-01-05 06:45:39,2024-01-05 06:46:47,M89814,Online store 692,SEMEY,KZ,5999,0510 - Contactless - Magstripe,1308232001: Transfer Transaction(Domestic),7001.86,6984.37,POS
T00035570,C000070,2024-01-05 06:45:41,2024-01-05 06:46:52,M32857,Pharmacy 165,ATYRAU,KZ,5912,0110 - Swipe,1308152001: Prepaid Purchase Transaction(Domestic),2283.38,2297.24,POS
T00035571,C001822,2024-01-05 06:45:52,2024-01-05 06:47:18,M85431,Gambling 786,CANCUN,MX,7995,0004 - Installment,1308212001: Refund Transaction(Domestic),73297.59,73536.24,POS
T00035572,C000927,2024-01-05 06:45:57,2024-01-05 06:46:29,M80431,Subscription 177,SYDNEY,AU,5968,0120 - Keyin,1308222001: Refund Transaction(International),25773.8,25952.67,POS
T00035573,C001951,2024-01-05 06:45:58,2024-01-05 06:47:31,M15861,Lottery 778,KOSTANAY,KZ,7800,0000 - Unknown,1308272001: Other Transaction(Domestic),71713.7,71332.05,POS
T00035574,C001772,2024-01-05 06:46:00,2024-01-05 06:47:12,M60507,Wallet Transfer 964,ASTANA,KZ,6537,0120 - Keyin,1308202001: Balance Inquiry Transaction(International),99.45,98.47,ATM
T00035575,C001700,2024-01-05 06:46:22,2024-01-05 06:47:39,M35824,Elecrtronics 346,TALDYKORGAN,KZ,5065,0004 - Installment,1308272001: Other Transaction(Domestic),20951.99,21373.05,POS
T00035576,C001023,2024-01-05 06:46:25,2024-01-05 06:47:37,M16018,Gambling 603,BARCELONA,ES,7995,0003 - Recurring,1308272001: Other Transaction(Domestic),87669.93,87875.68,POS
T00035577,C001466,2024-01-05 06:46:34,2024-01-05 06:47:59,M84191,Adult Content 939,KARAGANDA,KZ,5967,0001 - E-commerce,1308122001: Debit Purchase Transaction(International),99.18,98.97,POS
T00035578,C000134,2024-01-05 06:46:36,2024-01-05 06:46:55,M25456,Adult Content 146,SHYMKENT,KZ,5967,0720 - Contactless - VSDC magstripe,1308152001: Prepaid Purchase Transaction(Domestic),31427.62,31627.56,POS
T00035579,C001512,2024-01-05 06:46:40,2024-01-05 06:47:43,M48776,Wallet Transfer 788,MUMBAI,IN,6538,0008 - Not used,1308112001: Debit Purchase Transaction(Domestic),255975.61,257673.0,ATM
T00035580,C001912,2024-01-05 06:46:42,2024-01-05 06:47:10,M80561,Subscription 970,KRAKOW,PL,5968,0800 - Contactless - Magstripe,1308232001: Transfer Transaction(Domestic),6688.7,6678.8,POS
T00035581,C000190,2024-01-05 06:46:48,2024-01-05 06:48:02,M42053,Hotel 653,SEMEY,KZ,7011,0005 - Preauthorized,1308172001: Cash Withdrawal Transaction(Domestic),68228.39,66803.16,POS
T00035582,C001501,2024-01-05 06:47:06,2024-01-05 06:47:41,M27842,Wallet Transfer 140,ASTANA,KZ,6537,0120 - Keyin,1308132001: Credit Purchase Transaction(Domestic),155.75,158.93,POS
T00035583,C001550,2024-01-05 06:47:11,2024-01-05 06:47:18,M68815,Money Transfer 777,BRASILIA,BR,4829,0800 - Contactless - Magstripe,1308262001: Bill Payment Transaction(International),305621.72,301978.99,POS
T00035584,C000582,2024-01-05 06:47:53,2024-01-05 06:48:16,M65681,Cafe and restaraunts 17,KARAGANDA,KZ,5812,0710 - Contactless - VSDC chip,1308172001: Cash Withdrawal Transaction(Domestic),5998.91,6084.2,POS
T00035585,C001870,2024-01-05 06:47:55,2024-01-05 06:49:36,M63702,ATM Withdrawal,SHYMKENT,KZ,6011,0710 - Contactless - VSDC chip,1308222001: Refund Transaction(International),16575.05,16674.22,POS
T00035586,C000815,2024-01-05 06:47:55,2024-01-05 06:49:34,M95861,Wallet Transfer 374,ROTTERDAM,NL,6537,0001 - E-commerce,1308222001: Refund Transaction(International),33325.44,32665.77,POS
T00035587,C000173,2024-01-05 06:48:05,2024-01-05 06:48:13,M69333,Gambling 451,KUALA LUMPUR,MY,7995,0510 - Contactless - Magstripe,1308152001: Prepaid Purchase Transaction(Domestic),138004.52,135317.08,POS
T00035588,C000704,2024-01-05 06:48:09,2024-01-05 06:49:51,M11123,Wallet Transfer 166,ASTANA,KZ,6538,0110 - Swipe,1308122001: Debit Purchase Transaction(International),274434.75,272986.71,POS
T00035589,C001828,2024-01-05 06:48:19,2024-01-05 06:50:08,M17599,Wallet Transfer 968,PAVLODAR,KZ,6536,1000 - Credential on file,1308122001: Debit Purchase Transaction(International),178171.18,176885.4,ATM
T00035590,C001903,2024-01-05 06:48:23,2024-01-05 06:49:04,M15100,Wallet Transfer 898,GENEVA,CH,6536,0000 - Unknown,1308232001: Transfer Transaction(Domestic),99.3,98.84,POS
T00035591,C001708,2024-01-05 06:48:28,2024-01-05 06:49:12,M67802,Wallet Transfer 368,MOSCOW,RU,6538,0004 - Installment,1308132001: Credit Purchase Transaction(Domestic),191330.2,191426.21,POS
T00035592,C000346,2024-01-05 06:48:31,2024-01-05 06:49:00,M26549,Dating Service 720,ABU DHABI,AE,7273,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),57664.08,59293.51,ATM
T00035593,C000604,2024-01-05 06:48:32,2024-01-05 06:49:01,M52804,ATM Withdrawal,ALMATY,KZ,6011,0006 - Cash,1308252001: Bill Payment Transaction(Domestic),22398.13,22673.97,POS
T00035594,C000916,2024-01-05 06:49:01,2024-01-05 06:49:38,M98383,Money Transfer 264,SHYMKENT,KZ,4829,0800 - Contactless - Magstripe,1308112001: Debit Purchase Transaction(Domestic),212074.74,209182.05,WWW
T00035595,C000803,2024-01-05 06:49:03,2024-01-05 06:50:27,M90373,Pharmacy 15,ANTALYA,TR,5912,0005 - Preauthorized,1308112001: Debit Purchase Transaction(Domestic),2134.3,2125.17,POS
T00035596,C001792,2024-01-05 06:49:05,2024-01-05 06:50:07,M50591,Wallet Transfer 204,SEMEY,KZ,6536,0005 - Preauthorized,1308122001: Debit Purchase Transaction(International),223149.48,223525.33,ATM
T00035597,C000713,2024-01-05 06:49:15,2024-01-05 06:51:03,M36265,Transport 391,KARAGANDA,KZ,4111,0004 - Installment,1308202001: Balance Inquiry Transaction(International),1221.2,1230.21,POS
T00035598,C001651,2024-01-05 06:49:25,2024-01-05 06:51:20,M34129,Elecrtronics 78,MOSCOW,RU,5065,0001 - E-commerce,1308132001: Credit Purchase Transaction(Domestic),79261.67,78378.58,WWW
T00035599,C000493,2024-01-05 06:49:30,2024-01-05 06:50:47,M66442,Hotel 37,LYON,FR,7011,0720 - Contactless - VSDC magstripe,1308222001: Refund Transaction(International),20833.84,20725.31,POS
T00035600,C001440,2024-01-05 06:50:00,2024-01-05 06:51:58,M19730,ATM Withdrawal,ALMATY,KZ,6011,0720 - Contactless - VSDC magstripe,1308122001: Debit Purchase Transaction(International),29969.35,29232.77,POS
T00035601,C001033,2024-01-05 06:50:43,2024-01-05 06:51:08,M99942,Casino 427,ALMATY,KZ,7801,1000 - Credential on file,1308212001: Refund Transaction(Domestic),106984.13,104859.17,POS
T00035602,C001457,2024-01-05 06:50:58,2024-01-05 06:51:31,M18146,Prepaid Load 714,SHYMKENT,KZ,6540,0005 - Preauthorized,1308222001: Refund Transaction(International),76319.24,74644.49,POS
T00035603,C000084,2024-01-05 06:51:07,2024-01-05 06:51:59,M90894,Jewelry 875,AKTAU,KZ,5944,0004 - Installment,1308142001: Credit Purchase Transaction(International),88969.37,90599.45,POS
T00035604,C001062,2024-01-05 06:51:23,2024-01-05 06:52:07,M69090,Lottery 833,AMSTERDAM,NL,7800,0005 - Preauthorized,1308172001: Cash Withdrawal Transaction(Domestic),26168.6,25972.25,POS
T00035605,C000868,2024-01-05 06:51:25,2024-01-05 06:51:30,M85249,Money Transfer 461,SEMEY,KZ,4829,0120 - Keyin,1308272001: Other Transaction(Domestic),448623.51,449953.37,POS
T00035606,C000684,2024-01-05 06:51:26,2024-01-05 06:51:39,M51991,Securities 109,BUSAN,KR,6211,0001 - E-commerce,1308202001: Balance Inquiry Transaction(International),310346.17,316727.52,POS
T00035607,C000964,2024-01-05 06:51:31,2024-01-05 06:53:29,M27313,Racing 443,BISHKEK,KG,7802,0001 - E-commerce,1308122001: Debit Purchase Transaction(International),62693.69,61901.35,POS
T00035608,C001710,2024-01-05 06:51:37,2024-01-05 06:53:22,M31716,Elecrtronics 351,SEMEY,KZ,5065,0006 - Cash,1308142001: Credit Purchase Transaction(International),64367.22,64452.9,ATM
T00035609,C001435,2024-01-05 06:51:51,2024-01-05 06:53:14,M75982,Currency Exchange 109,ASTANA,KZ,6051,0004 - Installment,1308182001: Cash Withdrawal Transaction(International),330637.19,333073.79,POS
T00035610,C000908,2024-01-05 06:51:51,2024-01-05 06:53:09,M74098,Cafe and restaraunts 263,AKTAU,KZ,5812,0007 - Other,1308182001: Cash Withdrawal Transaction(International),3728.54,3757.11,ATM
T00035611,C000489,2024-01-05 06:51:57,2024-01-05 06:53:05,M38919,Gambling 738,ASTANA,KZ,7995,0003 - Recurring,1308132001: Credit Purchase Transaction(Domestic),148212.98,148110.51,ATM
T00035612,C000139,2024-01-05 06:51:57,2024-01-05 06:52:27,M74223,Hotel 632,DUBAI,AE,7011,0004 - Installment,1308112001: Debit Purchase Transaction(Domestic),10377.57,10254.53,POS
T00035613,C001096,2024-01-05 06:51:58,2024-01-05 06:52:09,M64888,Digital Service 243,KARAGANDA,KZ,4816,0510 - Contactless - Magstripe,1308252001: Bill Payment Transaction(Domestic),99.11,98.31,WWW
T00035614,C001807,2024-01-05 06:52:00,2024-01-05 06:53:24,M54277,ATM Withdrawal,SEMEY,KZ,6011,0720 - Contactless - VSDC magstripe,1308262001: Bill Payment Transaction(International),14270.61,14373.16,WWW
T00035615,C000214,2024-01-05 06:52:05,2024-01-05 06:52:09,M64579,ATM Withdrawal,SEMEY,KZ,6011,0710 - Contactless - VSDC chip,1308212001: Refund Transaction(Domestic),22075.44,21687.11,POS
T00035616,C000318,2024-01-05 06:52:10,2024-01-05 06:52:40,M29872,Racing 199,ASTANA,KZ,7802,0008 - Not used,1308222001: Refund Transaction(International),44889.02,45596.05,POS
T00035617,C000238,2024-01-05 06:52:21,2024-01-05 06:54:11,M24365,Supermarket 233,TBILISI,GE,5411,0110 - Swipe,1308232001: Transfer Transaction(Domestic),5310.65,5268.91,POS
T00035618,C001898,2024-01-05 06:52:31,2024-01-05 06:53:32,M36313,P2P Transfer 157,TALDYKORGAN,KZ,6012,0730 - Contactless - VSDC chip,1308162001: Prepaid Purchase Transaction(International),379475.9,372993.35,ATM
T00035619,C000235,2024-01-05 06:52:41,2024-01-05 06:53:10,M87866,Wallet Transfer 692,ASTANA,KZ,6538,1000 - Credential on file,1308272001: Other Transaction(Domestic),149710.79,148414.47,POS
T00035620,C001630,2024-01-05 06:52:41,2024-01-05 06:52:55,M30784,Wallet Transfer 957,DELHI,IN,6536,0510 - Contactless - Magstripe,1308122001: Debit Purchase Transaction(International),72489.18,71714.18,POS
T00035621,C000170,2024-01-05 06:53:04,2024-01-05 06:54:35,M98970,Transport 929,SEMEY,KZ,4111,0004 - Installment,1308272001: Other Transaction(Domestic),1345.12,1352.18,POS
T00035622,C000578,2024-01-05 06:53:27,2024-01-05 06:54:08,M32759,Gambling 852,PAVLODAR,KZ,7995,0510 - Contactless - Magstripe,1308152001: Prepaid Purchase Transaction(Domestic),190975.69,192670.52,POS
T00035623,C001798,2024-01-05 06:54:02,2024-01-05 06:54:24,M63210,Wallet Transfer 180,KARAGANDA,KZ,6536,0006 - Cash,1308212001: Refund Transaction(Domestic),165916.67,168484.54,POS
T00035624,C001006,2024-01-05 06:54:08,2024-01-05 06:55:50,M36860,Lottery 980,ALMATY,KZ,7800,0002 - Mail/Phone order,1308282001: Other Transaction(International),20391.36,20779.36,POS
T00035625,C001800,2024-01-05 06:54:11,2024-01-05 06:55:56,M77170,Currency Exchange 939,SHYMKENT,KZ,6051,0004 - Installment,1308142001: Credit Purchase Transaction(International),156763.87,160600.54,POS
T00035626,C000002,2024-01-05 06:54:12,2024-01-05 06:55:06,M58931,P2P Transfer 728,KUALA LUMPUR,MY,6012,0001 - E-commerce,1308282001: Other Transaction(International),356406.21,348080.75,POS
T00035627,C001431,2024-01-05 06:54:50,2024-01-05 06:56:37,M46984,Pharmacy 571,TARAZ,KZ,5912,0510 - Contactless - Magstripe,1308132001: Credit Purchase Transaction(Domestic),1716.74,1742.74,POS
T00035628,C000918,2024-01-05 06:55:27,2024-01-05 06:56:06,M64603,ATM Withdrawal,SHYMKENT,KZ,6011,0710 - Contactless - VSDC chip,1308222001: Refund Transaction(International),9896.77,9917.26,POS
T00035629,C000198,2024-01-05 06:55:33,2024-01-05 06:56:27,M45244,ATM Withdrawal,KARAGANDA,KZ,6011,0110 - Swipe,1308122001: Debit Purchase Transaction(International),30101.13,29516.23,ATM
